,option1,option3-1,option3-2,option3-3,option3-4,option3-5,option4-1,option4-2,m1,m2,m3,m4,m5
17,23.55010507,24.10103654,23.87046173,23.85691329,23.63695557,23.2516513,23.96634816,23.23067655,9.873234265,8.970245546,3.659297731,3.175471175,74.83652893
18,23.47576898,24.0243551,23.93890245,23.83942478,23.68742532,23.26268803,24.01178732,23.23475765,8.31095628,5.907815173,8.120093377,3.175471175,75.1552255
19,23.57804845,23.95246292,23.91382296,24.0752892,23.72250831,23.26872956,23.92941175,23.24675716,13.23576985,8.608846317,5.661370924,3.16634126,46.21485749
20,23.64871155,24.10187188,23.95677478,24.05125163,23.73514379,23.31408372,23.9195917,23.29965401,7.764681157,8.173391543,6.556608547,3.175471175,75.22624894
21,23.61101152,24.08479283,23.9138398,23.95311583,23.71968795,23.31639534,23.96462346,23.30161824,10.81490216,5.024964401,4.289381668,3.135721697,41.23128167
22,23.53890467,23.96428521,23.91654599,23.88035891,23.74946047,23.35587139,23.98710739,23.33367403,4.664525971,8.340710608,4.320476183,3.175471175,75.43075107
23,23.52373079,23.92637231,23.98628979,23.89209844,23.74329046,23.35996502,23.97819747,23.33349009,11.79899153,6.12509863,5.528189677,3.175471175,51.76397211
24,23.59792402,24.06596491,23.94793128,23.98340337,23.69767193,23.41019338,23.94459115,23.38629032,8.017251044,4.575228669,7.294214638,3.175471175,75.43075107
25,23.6373108,24.1209416,23.9537724,23.92009999,23.72321925,23.40668163,23.93939201,23.38677585,6.298882237,9.150457339,5.299277239,3.175471175,33.77215207
26,23.57576667,24.10624419,23.97502834,23.86829832,23.70144234,23.42155837,23.99115022,23.39824619,8.009688328,6.549410985,3.197405679,2.945598814,63.3618309
27,23.56953729,24.05943234,23.97135911,23.83388632,23.64157692,23.41414326,23.99382096,23.38670336,10.14437903,4.575228669,7.972313642,3.129496703,75.43075107
28,23.6555437,24.12518719,23.95267535,24.00919338,23.69954404,23.40995861,23.9216691,23.39108363,6.480524209,9.150457339,6.528806952,3.175471175,38.6283851
29,23.64829792,24.10071141,23.94858266,24.09126618,23.69078086,23.42945974,23.9582558,23.41513049,12.43167214,4.575228669,8.177535779,3.175471175,52.80366993
30,23.62027479,23.94458705,23.98684546,23.96857858,23.73087001,23.48171052,23.9749453,23.46258279,4.939733164,4.575228669,8.3205388,3.175471175,46.01108757
31,23.60187114,23.91110921,23.98805725,24.06600478,23.70088059,23.51408524,23.97632001,23.49309775,13.85402735,8.421292712,9.389573804,3.175471175,75.43075107
32,23.63632844,24.07551248,23.91058472,23.93107962,23.7414131,23.50372172,23.95744375,23.48417166,6.434829576,5.569153626,6.625932442,3.175471175,75.43075107
33,23.57015401,24.03077467,23.93702348,23.87944315,23.74893143,23.49708433,24.00095664,23.47296354,8.775412237,8.549877577,8.701650797,3.162248127,73.90659689
34,23.53907346,23.94233207,24.00227341,24.0263997,23.72371614,23.48697904,24.00911755,23.46112483,4.818913427,4.575228669,8.974054012,3.083522231,53.6892547
35,23.50030463,23.91438596,24.02211128,23.91513817,23.7417935,23.53990792,24.00858042,23.5079292,12.18561277,6.582545218,5.855755773,3.175471175,75.43075107
36,23.59570888,24.0240007,23.97640978,23.97001509,23.76460194,23.52802899,23.9448446,23.50172727,9.710139714,8.265368719,3.405156774,3.136458191,74.89747295
37,23.60205085,23.97702504,23.89554901,23.93586642,23.72975943,23.5203538,23.98218037,23.49235298,12.82985844,7.773176125,5.619343517,3.175471175,73.90659689
38,23.64877118,24.08614972,23.8764171,24.0088491,23.73104346,23.50883326,23.95812428,23.48611631,10.68363151,7.950970972,9.19174549,2.945598814,74.49284951
39,23.67149616,24.13628428,23.92683473,23.9487604,23.70735411,23.5018272,23.95474752,23.48361392,12.43683445,8.235411605,7.042290985,3.097934063,31.70767322
40,23.6377889,23.953012,23.96564104,24.03219381,23.7437396,23.51129322,23.96614801,23.49401487,13.96307011,8.284505229,3.469081842,3.129496703,74.86479649
41,23.72971778,24.10905284,23.90016084,24.0403366,23.71799515,23.50320696,23.92605761,23.49350682,8.394851729,4.787927846,5.661370924,3.129496703,45.81473079
42,23.7328503,24.08834396,23.88186373,24.00046768,23.7639252,23.53951528,23.93251258,23.53276451,9.241076954,8.107078452,5.733741413,3.175471175,43.47037602
43,23.69563102,23.97473154,23.8963612,24.03230829,23.75487667,23.56873744,23.97018363,23.55977514,4.664525971,5.243581926,8.266266657,3.148988381,75.43075107
44,23.60351248,23.93605685,23.92128254,23.92095975,23.80036689,23.5628537,23.9972685,23.54804761,4.664525971,11.89559454,3.207761747,3.12950455,53.29941589
45,23.55055163,23.92230078,23.93997538,23.84577521,23.80777374,23.61312552,24.00748532,23.58914057,4.664525971,11.36722685,8.266579926,3.175471175,75.43075107
46,23.68140321,23.91650336,23.93998282,24.0532874,23.80573075,23.59998341,23.92702025,23.58246538,13.30542938,12.3408155,3.646522724,3.175471175,75.43075107
47,23.75213624,24.08200691,24.01556076,24.05186261,23.80880517,23.58747789,23.93077088,23.57959778,12.12776752,4.575228669,3.145206069,3.175471175,75.43075107
48,23.69204906,23.92800306,24.03148684,24.04790357,23.82011469,23.57898821,23.96496027,23.57202827,5.567942591,7.143883827,6.290412138,3.175471175,51.26815117
49,23.68116422,23.88576351,23.94369777,23.98158052,23.79099257,23.62733921,23.97449577,23.61495861,4.664525971,4.575228669,6.061859079,2.945598814,63.3618309
50,23.6478109,23.88024208,23.93510921,23.92235661,23.72524412,23.61602498,23.99985855,23.59751913,13.18045783,7.050987458,8.125808578,3.175471175,74.29455486
51,23.76628656,24.06751634,23.86889295,24.04819811,23.75714978,23.60686892,23.93036162,23.59645854,9.329051941,4.682772685,6.290412138,3.175471175,75.43075107
52,23.71655934,23.95844176,23.86942399,23.95302682,23.82423126,23.6044091,23.97089126,23.59248205,8.523377422,11.89559454,4.053900094,3.175471175,75.43075107
53,23.68922432,24.06424287,23.9107928,23.89556028,23.84331264,23.60130731,23.97618194,23.58946005,12.08441917,5.196925206,5.632141907,3.175471175,57.60631407
54,23.77164716,23.95215781,23.92947526,23.98330244,23.82615672,23.66283035,23.93053199,23.6522468,6.149379055,5.280650909,9.028383554,3.175471175,45.87401832
55,23.68532811,23.86992316,23.95468484,23.90015952,23.83164579,23.69771784,23.99126637,23.68004323,6.364800762,6.991308625,6.290412138,2.945598814,75.43075107
56,23.75328357,23.91995706,23.89317071,23.99239455,23.74389533,23.68823438,23.9454799,23.67234485,8.716134554,11.75178436,3.289568599,3.129496703,62.88763778
57,23.73097366,24.02789163,23.91327253,23.93060985,23.71989798,23.65315295,23.95237945,23.63930388,12.12776752,8.235411605,3.145206069,3.175471175,75.43075107
58,23.74048168,23.91268892,23.88373142,23.92159166,23.77095783,23.63671725,23.93240247,23.62306111,5.416426141,4.797197954,6.626106099,3.175471175,75.43075107
59,23.67711655,23.87884756,23.88065704,23.84715861,23.79597979,23.62447808,23.96258937,23.60594662,4.664525971,11.89559454,3.145206069,3.129698435,75.43075107
60,23.57423204,23.86203565,23.97156969,23.81786224,23.7571105,23.61457216,24.01510417,23.58750987,9.257732595,7.869191846,6.473683972,3.175471175,48.69988752
61,23.67093973,23.99391269,23.88724252,23.95037385,23.74504906,23.64196751,23.92050752,23.61991619,8.823100318,13.14789166,5.893211817,3.060534995,73.52555835
62,23.62682404,24.06219014,23.96629928,23.85941917,23.7473179,23.62142162,23.98412833,23.60001759,12.15605255,7.379713536,4.522362656,3.129496703,41.56669729
63,23.64881895,23.90907576,23.89261139,23.87594693,23.77013096,23.64077575,23.93799229,23.61860226,10.25305948,4.575228669,3.706214918,3.175471175,75.43075107
64,23.66757559,24.02322848,23.92045825,23.84271863,23.79517006,23.62288484,23.92822098,23.60402297,12.12776752,4.63905176,6.307765677,3.175471175,75.43075107
65,23.67478109,23.90760828,23.9108102,23.93226183,23.80065007,23.6089348,23.94255044,23.59133098,5.507221059,13.72568601,3.145206069,3.175471175,43.76740699
66,23.66652444,23.9358521,23.94985109,23.91134777,23.80269599,23.63104532,23.93956271,23.61395294,8.405388995,4.575228669,7.941944829,3.083638478,75.43075107
67,23.68894747,24.04727734,23.94924924,23.85082281,23.74392731,23.61966432,23.95833115,23.60352528,9.585284604,7.248313024,7.966350911,3.129496703,43.24780152
68,23.71352972,23.9620531,23.85931786,24.01554712,23.7277402,23.63883584,23.9324806,23.6253215,8.53113962,11.89559454,8.238175507,3.175471175,75.43075107
69,23.67246662,24.02481461,23.95252594,23.91543768,23.81896748,23.63822018,24.00666194,23.62333946,8.478429392,4.575228669,3.145206069,3.119625597,55.42177604
70,23.63273305,23.9565288,24.00868961,23.8338704,23.84429705,23.69982593,24.00054787,23.67954873,4.746657285,8.235411605,6.868177471,3.129496703,75.43075107
71,23.72775754,23.96098463,23.91316242,23.96810056,23.83977223,23.69053069,23.93068232,23.67571093,7.754236865,5.357239027,6.290412138,3.175471175,75.43075107
72,23.71584006,24.01432336,23.89403443,23.87513731,23.82137756,23.68581479,23.98380099,23.66950897,8.625554303,11.81521862,3.739885857,3.175471175,75.16572317
73,23.74479025,24.08578257,23.94164819,23.83044706,23.84530144,23.68135962,23.96166446,23.66698949,13.75040955,4.675603195,8.640703031,3.175471175,75.43075107
74,23.75001421,23.93869842,23.99606378,24.03246988,23.8188983,23.67852371,23.98908027,23.66618838,4.664525971,8.235411605,3.145206069,3.159384565,75.43075107
75,23.74549109,23.88122775,23.91936787,24.04261708,23.81191849,23.67623121,23.97035293,23.66481765,4.664525971,5.145452252,3.293284405,3.175471175,75.43075107
76,23.7531882,23.85729877,23.9020049,24.05284127,23.86400609,23.67499546,23.94875413,23.66622985,12.40813675,8.710654514,3.438928106,3.164264412,52.80695013
77,23.82935489,24.02945674,23.93139537,24.06504446,23.86213206,23.72041714,23.91773022,23.7191666,5.085559757,6.200224087,8.033882634,3.129496703,75.43075107
78,23.79806758,24.05379861,23.92572623,23.98366857,23.81762381,23.71114794,23.97056451,23.71109771,12.17235243,15.35617128,3.673111923,3.037547759,60.0770676
79,23.77899257,23.90804986,23.95353731,23.892437,23.81399927,23.7766839,23.98178475,23.76900501,12.24127276,7.823472173,6.348468928,3.175471175,60.9451081
80,23.86135409,24.03935132,23.89912881,23.99435781,23.81342776,23.77857473,23.93218357,23.776095,11.64140472,18.51640167,6.750390956,3.175471175,53.2872116
81,23.77036823,23.90844802,23.96947693,23.92161351,23.8197824,23.82259973,24.02090919,23.81159491,9.226231089,7.8845492,5.533296649,3.129496703,74.15321804
82,23.86400301,24.01655493,23.91192155,23.97290324,23.84103969,23.80122817,23.91145233,23.79751063,11.53529337,15.23938587,5.327263782,3.175471175,52.25144019
83,23.85952119,23.90119338,23.92678995,24.04237664,23.82467278,23.83850699,23.97231489,23.83323926,8.396146747,5.370983807,4.027275655,3.175471175,75.43075107
84,23.83466294,23.98501607,23.97082177,24.07457426,23.82174141,23.81508349,23.96207743,23.81431369,8.584431512,4.575228669,3.145206069,3.037418692,75.43075107
85,23.89108716,24.06776992,23.98661649,24.07660557,23.82334592,23.79713499,23.9248252,23.80551688,12.12776752,5.912841152,3.282960908,3.111514975,52.68696619
86,23.88011074,23.93527594,23.93838873,24.06025324,23.80602175,23.83687834,23.96115809,23.84357981,8.396146747,4.575228669,3.145206069,3.089086198,49.15042902
87,23.93308032,24.00591626,23.9375402,24.04455041,23.82498812,23.86444636,23.90767809,23.87573271,5.261137823,8.491292445,9.258558208,3.175471175,60.49940675
88,23.86055762,23.99539743,24.02782737,23.95101099,23.85714788,23.85963475,23.98304111,23.86837967,8.419743255,4.575228669,8.544216866,3.129496703,55.15812681
89,23.91673487,24.05524878,24.01118886,24.08161159,23.81776943,23.89462264,23.93146277,23.90814357,10.96950423,4.575228669,6.24890689,2.991573286,75.43075107
90,23.87714197,23.94467498,24.01002595,24.04941641,23.80756472,23.87064595,23.95936132,23.88380383,9.358355925,6.283418371,7.681509946,3.175471175,75.43075107
91,23.91380313,24.03914092,23.95722028,23.93879868,23.86976948,23.85445852,23.93931742,23.8688699,12.12776752,4.575228669,9.19665298,3.175471175,39.5577291
92,23.9095834,23.903853,23.95377018,24.08081898,23.87137893,23.86659342,23.94696851,23.88090309,7.924889558,11.43335906,8.958659206,3.083522231,73.90659689
93,23.83936059,23.98871095,23.99591623,23.99586275,23.83048208,23.84789765,24.00864555,23.85815842,5.663796199,9.150457339,5.586706666,3.172039773,44.86670575
94,23.85028585,23.93207444,23.93033118,23.91595259,23.88641275,23.87565315,23.95258686,23.88226415,6.591147545,11.65134243,9.203976902,3.175471175,74.62536531
95,23.86273492,23.98631963,23.95009646,24.06976875,23.85801323,23.85492703,23.97752038,23.86340601,9.575409144,4.575228669,8.161753733,2.945598814,75.43075107
96,23.77830614,23.89461186,24.00720787,23.9777893,23.84373078,23.84466243,24.01146664,23.84788391,4.664525971,8.324062765,9.509598027,3.090156127,61.30954763
97,23.87489639,23.87364937,23.89297863,24.10194604,23.82095366,23.90338686,23.95213684,23.90664411,5.157637376,11.88772299,5.705205384,3.175471175,75.3978999
98,23.87025752,23.9014922,23.94488998,24.02219317,23.8752547,23.88427122,23.96800297,23.88812703,7.204217679,4.575228669,5.699755165,3.172028989,75.43075107
99,23.89830549,23.9650451,24.01555501,24.08482964,23.88391745,23.86847383,23.95986277,23.87807782,9.329051941,4.575228669,7.273163097,3.175471175,75.43075107
100,23.8636181,23.90288294,24.0484986,24.03496213,23.90616494,23.85553812,23.98405942,23.86518592,4.664525971,8.235411605,5.661370924,3.175471175,75.43075107
101,23.92945174,23.89325951,23.94570638,24.08808567,23.90277436,23.84578669,23.95014775,23.85856153,6.62676721,4.575228669,4.368708935,3.175471175,75.43075107
102,23.9335796,23.93356364,23.9535597,24.09683776,23.90633075,23.83872121,23.97160998,23.85385874,8.771386355,5.278767512,9.444704834,3.16285606,75.43075107
103,23.91841386,24.02443318,23.92950325,24.01850272,23.9332386,23.82871696,23.97081699,23.8455667,5.896097505,8.235411605,6.259326735,3.171300446,60.73326688
104,24.01356978,24.05850595,23.92192881,24.06819672,23.90979574,23.88794251,23.92472345,23.9093796,5.519758471,9.150457339,6.247364215,3.175471175,52.85538264
105,23.99968265,24.0207719,23.95824279,24.00217411,23.93041588,23.92517953,23.9469061,23.94652482,6.890001981,8.132521454,5.590639874,3.127313126,47.78547288
106,23.90248284,23.9726552,24.02138715,23.90919322,23.91804364,23.93968819,24.01069929,23.95327117,8.396146747,11.80535036,8.490572152,3.175471175,48.96171807
107,23.9776393,24.05574663,23.98802411,24.08141044,23.9532147,23.95909153,23.93036947,23.97893209,12.57749608,7.144406003,3.145206069,3.175471175,53.77447986
108,24.01990473,23.90649977,23.88722279,24.07198081,23.96130049,23.99076402,23.93314751,24.01008931,7.941482743,4.575228669,8.207634869,3.175471175,75.43075107
109,23.96389896,23.92352946,23.90000037,23.95908443,23.93672541,23.96848754,23.99749152,23.98148871,8.396146747,4.575228669,6.141345154,3.175471175,75.43075107
110,23.92579002,23.8730712,23.90556555,24.03406539,23.97876915,23.94563877,23.98064458,23.95619058,4.664525971,19.21596041,7.524258796,3.175471175,54.39901814
111,23.89807341,23.85547233,23.99925337,23.96250632,23.98098783,23.98562672,24.01297869,23.98863819,11.71471539,8.235411605,3.733212154,3.175471175,43.29013048
112,23.97936764,24.0313496,23.94662477,23.88700512,23.98130371,23.99652311,23.93874833,24.00143805,10.04548518,8.596069126,3.429002016,3.175471175,74.88528402
113,23.88573758,23.95361544,24.00708557,23.85395086,23.97156866,23.97396766,24.03613756,23.97136384,9.329051941,9.292453239,3.18889775,3.175471175,75.43075107
114,23.89387973,24.06580607,23.998907,23.86115049,24.01352649,23.9521145,23.99308829,23.95010543,4.664525971,6.314070416,6.004183249,3.168359542,47.26315052
115,23.95289775,24.05904188,23.97311175,23.96330301,24.01899067,23.97494547,23.95438565,23.97723078,5.432272558,4.575228669,5.669387179,3.158281011,75.43075107
116,23.98542232,24.09025177,23.98036466,24.05957191,24.00272416,23.9493754,23.96096156,23.95890387,15.8593883,15.71029722,4.502054358,3.175471175,48.51487929
117,23.80410336,23.86242977,23.96459396,24.03253336,23.90280044,23.92365422,23.95802243,23.92843389,6.841942047,4.575228669,10.02784515,3.175471175,75.43075107
118,23.66628044,23.85052284,24.00901165,23.88121607,23.84169768,23.86641824,24.007689,23.86099649,8.396146747,4.618395086,8.362504687,3.129496703,35.13561307
119,23.68054998,23.97722191,24.01441312,24.0250053,23.79745465,23.82483072,23.9375746,23.82269458,9.754530785,8.235411605,8.728888456,3.175471175,34.79783559
120,23.7116411,23.91668157,23.90602474,23.91207835,23.82709359,23.79430903,23.92782341,23.79038436,8.396146747,11.89559454,4.919062473,3.129496703,75.43075107
121,23.63757923,23.84277936,23.95010005,23.81431195,23.84827834,23.75460084,23.98822251,23.74169486,7.924889558,11.62468441,7.946825268,3.175471175,73.90659689
122,23.70293836,23.93383926,23.92531557,24.00629876,23.8196754,23.70987336,23.93638499,23.7011928,9.74496573,4.880444896,6.834177416,3.175471175,41.48288463
123,23.78470753,24.01705728,23.88290842,24.05600898,23.84012556,23.69849888,23.87471682,23.69976379,12.12776752,4.575228669,3.499039142,3.129496703,75.43075107
124,23.71972441,23.89804849,23.88139223,24.0139405,23.8024968,23.66225076,23.9583261,23.66151308,8.44029047,11.42586367,8.066560056,3.175471175,73.88188193
125,23.64805274,24.00203402,23.94125887,23.89444519,23.80905867,23.6284046,23.99532894,23.62364208,4.664525971,6.338082762,6.357895168,2.945598814,75.43075107
126,23.68467696,24.0062616,23.90251111,23.99112952,23.73756852,23.59729481,23.93112144,23.59593291,5.421987461,8.221324626,7.065264254,3.110786003,36.22282343
127,23.59898736,23.96881044,23.94207893,23.90056428,23.76802495,23.58244347,23.98511493,23.57678028,12.12776752,4.575228669,6.777110518,3.175471175,41.47055021
128,23.59790035,23.84706778,23.96417256,23.93694782,23.82201212,23.58922144,23.95391294,23.58086207,9.895502061,7.978217339,7.758977959,3.175471175,25.36740734
129,23.55798642,23.95037514,23.85933194,23.83698076,23.75976785,23.54301824,23.93638099,23.53226299,8.396146747,4.575228669,4.11723285,3.175471175,75.43075107
130,23.47737383,23.89261148,23.86496776,23.78615158,23.75273727,23.50270537,23.95908337,23.48522228,8.438281638,15.65029598,6.997868888,3.175471175,75.43075107
131,23.44178529,23.83552726,23.9458796,23.93435123,23.78805278,23.46608054,23.97435522,23.44663524,7.331702344,4.745118277,8.23672603,3.175471175,75.43075107
132,23.35727924,23.87183663,23.97815112,23.85376738,23.79872967,23.43026069,23.98169142,23.4072849,8.396146747,8.235411605,4.14252691,3.175471175,75.43075107
133,23.30556494,23.8149415,23.99879656,23.78459825,23.7959076,23.40211558,23.99152155,23.37258736,8.584294028,9.472713939,3.868312883,3.129496703,75.43075107
134,23.37700413,23.95748133,23.96834828,23.78707654,23.74529476,23.37611474,23.95558792,23.34719797,6.093422104,5.696055427,8.074875159,3.175471175,37.61700088
135,23.44005174,24.02141395,23.9041569,23.9655779,23.7239012,23.36686512,23.91923466,23.34579605,8.615496,12.2088714,3.605757108,3.175471175,75.43075107
136,23.40469318,23.95104028,23.95804408,23.99456433,23.75817989,23.33506894,23.95202225,23.31824748,4.664525971,4.821024206,5.61849372,2.945598814,24.4827646
137,23.3456667,23.94557306,23.97476804,23.96187809,23.68917016,23.30569465,23.95427207,23.29054304,8.777104411,5.956412884,8.494829555,3.166405295,58.16271512
138,23.34927199,24.03007823,23.9521322,23.85968253,23.74090136,23.29118189,23.95611543,23.27667487,8.973564048,8.235411605,5.459886104,3.175471175,75.43075107
139,23.28520287,24.00014783,23.9736175,23.84601243,23.76086496,23.26332867,23.96600156,23.24736475,12.14267457,8.488373584,3.425919111,2.945598814,75.43075107
140,23.2765739,23.87425769,23.87429728,23.83733237,23.70925924,23.24197732,23.95429714,23.22094712,10.88389393,10.67553356,5.661965137,3.175471175,38.73725574
141,23.21784379,23.82032624,23.93929849,23.80624881,23.75252073,23.24982284,23.9943835,23.2201892,8.634743542,15.55577748,8.892408718,2.945598814,23.87930349
142,23.33291229,23.9692843,23.95063286,24.01521022,23.67252186,23.21856958,23.90458492,23.19849584,15.38813111,7.970157753,7.949178647,2.945598814,73.90659689
143,23.30001052,23.86504618,23.87541836,23.9221947,23.62491853,23.19596224,23.9774237,23.17149972,12.12776752,4.575228669,6.451272645,3.175471175,75.43075107
144,23.29972464,23.92219387,23.85655579,23.83333716,23.70641108,23.17596575,23.93066008,23.15121244,7.924889558,7.773176125,8.065556962,3.175471175,73.90659689
145,23.37066888,24.02985154,23.86074305,24.01958912,23.67334503,23.14694753,23.90080873,23.13176975,12.12776752,12.16953883,6.436635181,3.175471175,75.43075107
146,23.28326067,23.90717454,23.94955649,23.95779372,23.72054761,23.13032466,23.97836007,23.11365772,8.739980455,8.626073089,6.174530132,3.175471175,73.52555835
147,23.27892957,24.03624283,23.96502185,24.03696244,23.69192635,23.10412958,23.94749561,23.09370915,4.863456056,8.235411605,3.145206069,2.945598814,25.64207421
148,23.3666425,24.01036852,23.87077696,24.02244237,23.6415969,23.0885287,23.87451685,23.08628125,12.12776752,8.235411605,3.145206069,2.945598814,30.69687651
149,23.30897284,23.89916687,23.87668212,24.01472696,23.60170788,23.08565008,23.95090012,23.08042962,9.79408145,4.575228669,5.713551614,3.073416379,75.43075107
150,23.31430566,23.98757195,23.89487113,23.98289332,23.64514056,23.07007518,23.92820907,23.06682131,5.840893382,9.150457339,3.145206069,2.945598814,75.43075107
151,23.25380498,24.0363122,23.94463541,23.94275282,23.59983855,23.0517981,23.95555144,23.04771071,6.869136971,8.055687088,8.369310439,3.175471175,74.83813565
152,23.16810135,23.99683269,23.98164044,23.86586719,23.65242577,23.03715608,23.99990179,23.02711594,10.26311537,5.577569158,4.043147163,3.175471175,75.43075107
153,23.18550796,23.86806544,23.95705599,23.86179466,23.69575326,23.02788271,23.95656337,23.01398486,9.712664483,11.94459787,8.068387349,3.129496703,23.94953103
154,23.24697199,24.01999652,23.95433016,24.03069585,23.67628306,23.00284369,23.89565615,22.99811092,8.396146747,11.89559454,8.730283894,3.175471175,28.97632825
155,23.23983377,23.99202618,23.88794338,23.92438568,23.64889201,22.9937561,23.94210408,22.98770968,12.27744212,15.82737509,7.089619424,3.175471175,75.43075107
156,23.1926233,23.87955413,23.93051425,24.01172889,23.68442311,22.97612489,23.95772976,22.96839144,10.97417611,10.88263215,9.219870845,3.175471175,72.9205592
157,23.19064762,24.03168826,23.8996312,23.88760292,23.67132396,22.95554074,23.9366388,22.94791147,4.835942269,8.235411605,9.067411915,3.175471175,75.43075107
158,23.21456577,24.03870026,23.88902067,24.0147923,23.64769075,22.93986927,23.93803492,22.93559215,9.329051941,9.150457339,6.870848414,3.175471175,26.13632871
159,23.22630278,23.96030814,23.9356751,24.05227943,23.66709651,22.92720372,23.91036518,22.92741552,5.760045627,11.89559454,11.42024481,3.129496703,75.43075107
160,23.23479581,23.99496636,23.85297392,23.91944218,23.66831418,22.91571701,23.91753237,22.91517635,6.947962957,4.575228669,9.357322105,3.175471175,75.43075107
161,23.30888533,24.05840939,23.82608126,24.03249202,23.67182591,22.90117574,23.87138582,22.90801608,4.664525971,4.575228669,7.338814161,3.175471175,75.43075107
162,23.25588178,24.06834322,23.82586242,23.92697466,23.64423333,22.89044954,23.93527277,22.8949569,13.51306741,19.21596041,5.881606432,3.037547759,75.43075107
163,23.18123518,23.92181307,23.9491186,24.00203009,23.63507995,22.87827751,23.95387428,22.8790302,4.664525971,10.86641308,3.740475778,2.945598814,75.43075107
164,23.1766401,23.92601353,23.95616732,24.00345565,23.60583232,22.86921642,23.92850904,22.86911389,8.494763882,11.55159832,6.908002849,3.175471175,75.43075107
165,23.18178984,23.86424943,23.91173842,23.93164048,23.65808359,22.86570439,23.93852936,22.8611003,4.664525971,15.55577748,6.832881045,3.175471175,75.43075107
166,23.10294923,23.841842,23.94662491,23.97648614,23.63836378,22.85786049,23.98929596,22.84633977,4.664525971,4.575228669,6.43526567,3.102277511,75.43075107
167,23.08302661,23.83597795,23.97415849,24.04669248,23.63570267,22.84501237,23.94229763,22.83343462,5.461363388,4.575228669,7.871417472,3.175471175,75.43075107
168,23.06513316,23.8670107,23.98818229,23.964444,23.66442438,22.83704566,23.95422557,22.82364261,4.664525971,8.235411605,3.145206069,2.945598814,28.98664289
169,23.0872008,23.86781605,23.87291247,23.89581568,23.56875801,22.83996897,23.93819076,22.82223042,5.36698562,4.575228669,3.145206069,3.175471175,24.18862853
170,23.07594796,23.89905964,23.83367469,23.8795886,23.60467879,22.83118601,23.94112695,22.81039254,8.396146747,8.48399326,7.877150829,3.083522231,22.25257694
171,23.12020072,24.01950114,23.82222184,23.84801624,23.61640263,22.81647277,23.9170024,22.79719938,11.38099017,18.29148945,8.265142197,3.114767919,72.38244272
172,23.12950038,23.93397447,23.93394657,24.01773848,23.5924063,22.80418689,23.97318678,22.78574745,7.924889558,7.773176125,7.884984588,3.083522231,73.90659689
