,on,t,tout,tdis,t_pre,hour,weekday
41,0.0,75.6466613769,64.6031087239,74.9877766927,75.7466634115,0.0,3.0
42,0.0,75.5666503906,64.8245524089,74.8770670573,75.6466613769,0.0,3.0
43,0.0,75.4888712565,64.8729878743,74.7109741211,75.5666503906,0.0,3.0
44,0.0,74.4666442871,64.0945241292,72.7838745117,74.5,0.0,4.0
45,0.0,74.4666442871,63.9561238607,72.7458089193,74.4666442871,0.0,4.0
46,0.0,74.4555358887,64.2986450195,72.6904337565,74.4666442871,0.0,4.0
47,0.0,74.4066589356,64.516607666,72.7215738932,74.4555358887,0.0,4.0
48,0.0,80.3288736979,74.1193583171,80.8089131673,80.4066589356,0.0,0.0
49,0.0,80.2577677409,73.6453653971,80.9161702474,80.3288736979,0.0,0.0
50,0.0,80.2333068848,72.4491149902,80.9057902018,80.2577677409,0.0,0.0
51,0.0,80.1599914551,71.9586853027,80.9092488607,80.2333068848,0.0,0.0
52,0.0,79.9422058105,76.3111531575,80.161932373,80.0355489095,0.0,1.0
53,0.0,79.8777628581,76.6294555664,80.2120910644,79.9422058105,0.0,1.0
54,0.0,79.8110961914,78.2763203939,80.2380411784,79.8777628581,0.0,1.0
55,0.0,79.7399759929,78.7260884603,80.2726420085,79.8110961914,0.0,1.0
56,0.0,78.3199910482,72.5624308268,79.6204488118,78.4488810221,0.0,2.0
57,0.0,78.2088724772,72.5589701335,79.4163289388,78.3199910482,0.0,2.0
58,0.0,78.0933125813,71.3203531901,79.1464742025,78.2088724772,0.0,2.0
59,0.0,78.0110982259,69.1683492025,78.9094787598,78.0933125813,0.0,2.0
60,0.0,77.499991862,66.4956278483,78.1483133952,77.7044250488,0.0,3.0
61,0.0,77.3155476888,65.836537679,77.8421305339,77.499991862,0.0,3.0
62,0.0,77.2133260091,65.0027140299,77.6967956543,77.3155476888,0.0,3.0
63,0.0,77.1333211263,64.8280049642,77.5860819499,77.2133260091,0.0,3.0
64,0.0,79.1533162435,65.160144043,77.1951293945,79.3377746582,0.0,4.0
65,0.0,79.035546875,63.3696879069,76.7540100098,79.1533162435,0.0,4.0
66,0.0,78.846665446,61.9667297363,76.4357014974,79.035546875,0.0,4.0
67,0.0,78.653314209,59.0397176107,76.1623779297,78.846665446,0.0,4.0
68,0.0,80.535546875,75.8682942708,79.3471394857,80.5111083984,0.0,0.0
69,0.0,80.5644287109,76.5118123372,80.0477620443,80.535546875,0.0,0.0
70,0.0,80.5822021484,76.2332987467,80.500994873,80.5644287109,0.0,0.0
71,0.0,80.5666503906,76.6415669759,80.7743082682,80.5822021484,0.0,0.0
72,0.0,78.5,71.5953979492,78.6568990071,78.5288818359,0.0,1.0
73,0.0,78.4577677409,71.4604838053,78.4977478027,78.5,0.0,1.0
74,0.0,78.4333190918,71.1871561686,78.3801147461,78.4577677409,0.0,1.0
75,0.0,78.3688618978,71.0072530111,78.2486368815,78.4333190918,0.0,1.0
76,0.0,78.9444396973,67.640830485,79.7034973144,79.0444335937,0.0,2.0
77,0.0,78.8222106934,66.6859151204,79.3402140299,78.9444396973,0.0,2.0
78,0.0,78.7022033692,66.5008219401,79.0565246582,78.8222106934,0.0,2.0
79,0.0,78.5799926758,65.7379333496,78.7572347005,78.7022033692,0.0,2.0
80,0.0,75.0844238281,60.2973632812,73.2630432129,75.1488769531,1.0,3.0
81,0.0,75.0311035156,59.0397216797,73.0952412923,75.0844238281,1.0,3.0
82,0.0,74.9222106934,58.1021148682,73.0433451335,75.0311035156,1.0,3.0
83,0.0,74.7999816895,57.6454060872,72.8842000325,74.9222106934,1.0,3.0
84,0.0,76.7044413248,58.9030517578,75.1953613281,76.8799763997,1.0,4.0
85,0.0,76.5622070312,58.2664469401,74.7040588379,76.7044413248,1.0,4.0
86,0.0,76.4444396973,58.173042806,74.3978556315,76.5622070312,1.0,4.0
87,0.0,76.282220459,58.2508850098,74.1349263509,76.4444396973,1.0,4.0
88,0.0,76.8511006673,54.5609700521,75.5015360514,76.9822041829,1.0,0.0
89,0.0,76.6777648926,53.8897654215,74.8043945312,76.8511006673,1.0,0.0
90,0.0,76.5599914551,53.5195699056,74.0605448405,76.6777648926,1.0,0.0
91,0.0,76.3977539063,52.8085774739,73.6193969726,76.5599914551,1.0,0.0
92,0.0,77.0199890137,59.3606109619,76.1243184407,77.1222025553,1.0,1.0
93,0.0,76.9022033691,58.9549601237,76.0066914876,77.0199890137,1.0,1.0
94,0.0,76.7844299317,58.9342020671,75.8786844889,76.9022033691,1.0,1.0
95,0.0,76.6799845378,59.2836425781,75.840625,76.7844299317,1.0,1.0
96,0.0,77.0199910482,71.5677286784,76.6259887695,77.1377726237,1.0,2.0
97,0.0,76.9422058105,71.7614766439,76.5879292806,77.0199910482,1.0,2.0
98,0.0,76.8910949707,72.1714680989,76.5118143717,76.9422058105,1.0,2.0
99,0.0,76.835534668,71.4708557129,76.4529988607,76.8910949707,1.0,2.0
100,0.0,79.2866577149,76.9010477702,80.0771748861,79.3110961914,1.0,3.0
101,0.0,79.2066487631,76.5152709961,80.0494995117,79.2866577149,1.0,3.0
102,0.0,79.1666564941,76.1208679199,80.0149027507,79.2066487631,1.0,3.0
103,0.0,79.1133239746,75.6503072103,79.9301259359,79.1666564941,1.0,3.0
104,0.0,74.735538737,53.6320170085,72.3756022135,74.8666544597,1.0,4.0
105,0.0,74.5866516113,52.8708577474,72.0918986003,74.735538737,1.0,4.0
106,0.0,74.4666544596,52.1598653157,71.4777730306,74.5866516113,1.0,4.0
107,0.0,74.3155415853,52.0456929525,71.1836975098,74.4666544596,1.0,4.0
108,0.0,77.8822102865,63.9267252604,77.9061421712,78.0511027018,1.0,0.0
109,0.0,77.753322347,63.4803995768,77.7227600098,77.8822102865,1.0,0.0
110,0.0,77.6133199056,62.893955485,77.4892150879,77.753322347,1.0,0.0
111,0.0,77.4955342611,62.5029866536,77.2954610189,77.6133199056,1.0,0.0
112,0.0,76.3464528292,58.3011022334,74.8582299892,76.5364165494,1.0,1.0
113,0.0,76.1564891091,57.8138638503,74.5192223552,76.3464528292,1.0,1.0
114,0.0,75.9665253889,57.3266254672,74.1802147212,76.1564891091,1.0,1.0
115,0.0,75.7765616687,56.8393870841,73.8412070872,75.9665253889,1.0,1.0
116,0.0,73.3756232629,66.3176310612,73.3332873463,73.3734041925,1.0,2.0
117,0.0,73.3778423332,66.2574615478,73.3160142165,73.3756232629,1.0,2.0
118,0.0,73.3800614035,66.1972920344,73.2987410867,73.3778423332,1.0,2.0
119,0.0,73.3822804739,66.137122521,73.2814679569,73.3800614035,1.0,2.0
120,0.0,75.4199890137,65.0321309407,74.6556030273,75.4888712565,1.0,3.0
121,0.0,75.3733296712,64.6999857585,74.5864074707,75.4199890137,1.0,3.0
122,0.0,75.2799906413,64.589263916,74.5137542724,75.3733296712,1.0,3.0
123,0.0,75.2066467286,64.6930582682,74.5725687663,75.2799906413,1.0,3.0
124,0.0,74.3999938965,64.5581278483,72.7596476237,74.4066589356,1.0,4.0
125,0.0,74.3999938965,65.0788350423,72.7008158366,74.3999938965,1.0,4.0
126,0.0,74.3688903809,64.5754292806,72.6246948242,74.3999938965,1.0,4.0
127,0.0,74.3422078451,64.6723144531,72.666212972,74.3688903809,1.0,4.0
128,0.0,80.0688761393,70.6318562825,80.8538920085,80.1599914551,1.0,0.0
129,0.0,80.0244384766,69.1648946126,80.7431640625,80.0688761393,1.0,0.0
130,0.0,79.9733215332,67.8224650065,80.4975362142,80.0244384766,1.0,0.0
131,0.0,79.8510965983,68.08887736,80.4248860677,79.9733215332,1.0,0.0
132,0.0,79.717755127,78.7676127116,80.2588012695,79.7399759929,1.0,1.0
133,0.0,79.6644348144,78.1327473958,80.2051696777,79.717755127,1.0,1.0
134,0.0,79.5955403646,77.1432312012,80.1532857259,79.6644348144,1.0,1.0
135,0.0,79.5222167969,74.0934020996,80.0391194661,79.5955403646,1.0,1.0
136,0.0,77.9133239746,66.9436808268,78.6603597005,78.0110982259,1.0,2.0
137,0.0,77.8244344076,65.3348693848,78.3974121094,77.9133239746,1.0,2.0
138,0.0,77.7155415853,64.2571309407,77.9355448405,77.8244344076,1.0,2.0
139,0.0,77.6555480957,65.5095947266,77.5480265299,77.7155415853,1.0,2.0
140,0.0,77.006648763,64.5892822266,77.3611979167,77.1333211263,1.0,3.0
141,0.0,76.8977701823,63.463100179,77.0809611003,77.006648763,1.0,3.0
142,0.0,76.753326416,63.1205851237,76.8699198405,76.8977701823,1.0,3.0
143,0.0,76.6444295247,63.4042867025,76.6086934407,76.753326416,1.0,3.0
144,0.0,78.4822102865,58.6712402344,75.7125915527,78.653314209,1.0,4.0
145,0.0,78.3044392904,58.5259297689,75.3458536784,78.4822102865,1.0,4.0
146,0.0,78.133324178,58.3252624512,74.9428059896,78.3044392904,1.0,4.0
147,0.0,77.9155476888,57.6281056722,74.584689331,78.133324178,1.0,4.0
148,0.0,80.5022155762,75.4565714518,80.9473103841,80.5666503906,1.0,0.0
149,0.0,80.4666442871,74.3200195312,81.0199747721,80.5022155762,1.0,0.0
150,0.0,80.4466491699,73.6384419759,80.9697967529,80.4666442871,1.0,0.0
151,0.0,80.4066589356,72.3894368489,80.9300069173,80.4466491699,1.0,0.0
152,0.0,78.3466430664,71.1041239421,78.1690673828,78.3688618978,1.0,1.0
153,0.0,78.2777709961,71.1110432943,78.1240865071,78.3466430664,1.0,1.0
154,0.0,78.2377807617,71.1387207031,78.0687438965,78.2777709961,1.0,1.0
155,0.0,78.2133239746,70.801381429,77.9787943522,78.2377807617,1.0,1.0
156,0.0,78.4555460612,64.8608693441,78.539263916,78.5799926758,1.0,2.0
157,0.0,78.3288696289,64.0512736003,78.2866984049,78.4555460612,1.0,2.0
158,0.0,78.2133117676,63.3039469401,78.0064676921,78.3288696289,1.0,2.0
159,0.0,78.1199869791,62.9960205078,77.5203531901,78.2133117676,1.0,2.0
160,0.0,74.7199768067,59.0985331217,72.7977050781,74.7999816895,2.0,3.0
161,0.0,74.6799865723,59.9946268717,72.8080851237,74.7199768067,2.0,3.0
162,0.0,74.5777648926,60.1364725749,72.569342041,74.6799865723,2.0,3.0
163,0.0,74.5,59.9115905762,72.4067362467,74.5777648926,2.0,3.0
164,0.0,76.135546875,57.9394917806,73.8166178385,76.282220459,2.0,4.0
165,0.0,76.0022094726,57.749206543,73.6263142903,76.135546875,2.0,4.0
166,0.0,75.8911031087,57.50353597,73.4014343262,76.0022094726,2.0,4.0
167,0.0,75.735550944,57.8772135417,73.2388224284,75.8911031087,2.0,4.0
168,0.0,76.2688842773,52.7878275553,73.2699605306,76.3977539063,2.0,0.0
169,0.0,76.1422139485,52.1910054525,72.9015014648,76.2688842773,2.0,0.0
170,0.0,75.9844380697,52.0353271484,72.5347473144,76.1422139485,2.0,0.0
171,0.0,75.8288696289,51.7585245768,72.2129923503,75.9844380697,2.0,0.0
172,0.0,76.542211914,60.7557902018,75.8025634766,76.6799845378,2.0,1.0
173,0.0,76.453326416,60.3925028483,75.724697876,76.542211914,2.0,1.0
174,0.0,76.3377685547,59.563881429,75.6157023112,76.453326416,2.0,1.0
175,0.0,76.2466674804,57.3945780436,75.4703959147,76.3377685547,2.0,1.0
176,0.0,76.7777709961,70.8307963053,76.4287882487,76.835534668,2.0,2.0
177,0.0,76.7244364421,70.6664489746,76.3665039062,76.7777709961,2.0,2.0
178,0.0,76.6466613769,70.0506144206,76.3630432129,76.7244364421,2.0,2.0
179,0.0,76.5955362955,68.4798421224,76.1969726562,76.6466613769,2.0,2.0
180,0.0,79.0510986328,75.4184997558,79.8211385091,79.1133239746,2.0,3.0
181,0.0,78.9933166504,75.5188273112,79.7796244303,79.0510986328,2.0,3.0
182,0.0,78.9088806152,75.3008687337,79.6965698242,78.9933166504,2.0,3.0
183,0.0,78.8333129883,74.7109761556,79.5339619954,78.9088806152,2.0,3.0
184,0.0,74.1910949707,52.225604248,70.8446350098,74.3155415853,2.0,4.0
185,0.0,74.0733256022,52.1494873047,70.983026123,74.1910949707,2.0,4.0
186,0.0,73.9577636719,52.0387776693,71.069523112,74.0733256022,2.0,4.0
187,0.0,73.8022115072,52.2359802246,70.9709187825,73.9577636719,2.0,4.0
188,0.0,77.3688842774,62.4303324381,77.0947977702,77.4955342611,2.0,0.0
189,0.0,77.2511006674,62.4718505859,76.869921875,77.3688842774,2.0,0.0
190,0.0,77.1288716634,62.5756408691,76.7107543945,77.2511006674,2.0,0.0
191,0.0,76.9888712565,62.3715332031,76.5394958496,77.1288716634,2.0,0.0
192,0.0,75.5865979485,56.3521487009,73.5021994532,75.7765616687,2.0,1.0
193,0.0,75.3969453983,55.8649103178,73.1631918193,75.5865979485,2.0,1.0
194,0.0,75.224497178,55.3906649582,72.8252456282,75.3969453983,2.0,1.0
195,0.0,75.0627315746,54.9676558551,72.5150622199,75.224497178,2.0,1.0
196,0.0,73.3844995442,66.0769530076,73.2641948271,73.3822804739,2.0,2.0
197,0.0,73.3867186146,66.0167834942,73.2469216973,73.3844995442,2.0,2.0
198,0.0,73.3889376849,65.9566139808,73.2296485675,73.3867186146,2.0,2.0
199,0.0,73.3911567553,65.8964444674,73.2123754377,73.3889376849,2.0,2.0
200,0.0,75.1622131348,64.5719624837,74.4670511881,75.2066467286,2.0,3.0
201,0.0,75.1266601562,64.1014343262,74.4065002441,75.1622131348,2.0,3.0
202,0.0,75.053318278,63.8661732991,74.2905975342,75.1266601562,2.0,3.0
203,0.0,74.9666442871,63.7364318848,74.1522216797,75.053318278,2.0,3.0
204,0.0,74.3333129883,63.8869364421,72.6765930176,74.3422078451,2.0,4.0
205,0.0,74.3333129883,63.7848815918,72.6800496419,74.3333129883,2.0,4.0
206,0.0,74.3333129883,63.7848815918,72.7111958821,74.3333129883,2.0,4.0
207,0.0,74.3088745117,63.7917989095,72.593556722,74.3333129883,2.0,4.0
208,0.0,79.7510965983,67.6667704264,80.2847473144,79.8510965983,2.0,0.0
209,0.0,79.6755432129,67.5750813802,79.9975972493,79.7510965983,2.0,0.0
210,0.0,79.5910970052,66.8969685872,79.7104187012,79.6755432129,2.0,0.0
211,0.0,79.542211914,66.3520467122,79.5512552897,79.5910970052,2.0,0.0
212,0.0,79.4466573079,71.0487589518,79.8626566569,79.5222167969,2.0,1.0
213,0.0,79.353322347,69.4122660319,79.6481363932,79.4466573079,2.0,1.0
214,0.0,79.2733235677,68.9555806478,79.2883199056,79.353322347,2.0,1.0
215,0.0,79.1799825033,69.3084777832,79.0323038737,79.2733235677,2.0,1.0
216,0.0,77.5311035156,64.1758219401,77.1639912923,77.6555480957,2.0,2.0
217,0.0,77.4666524251,62.6033325195,76.8733846029,77.5311035156,2.0,2.0
218,0.0,77.3111002604,61.5463602702,76.6951863607,77.4666524251,2.0,2.0
219,0.0,77.2155537923,61.1934488932,76.4529988607,77.3111002604,2.0,2.0
220,0.0,76.542211914,62.8783915202,76.4114827474,76.6444295247,2.0,3.0
221,0.0,76.4333272298,62.3161682129,76.1623779297,76.542211914,2.0,3.0
222,0.0,76.2933207194,61.4702351888,75.9478800456,76.4333272298,2.0,3.0
223,0.0,76.1466512044,61.1104207357,75.767956543,76.2933207194,2.0,3.0
224,0.0,77.7733215332,56.828894043,74.2490885417,77.9155476888,2.0,4.0
225,0.0,77.553322347,56.7960286458,74.0380594889,77.7733215332,2.0,4.0
226,0.0,77.4155375163,57.4239603678,74.0311381022,77.553322347,2.0,4.0
227,0.0,77.2555358887,56.4534973144,73.878910319,77.4155375163,2.0,4.0
228,0.0,80.371097819,71.3255432129,80.7224100749,80.4066589356,2.0,0.0
229,0.0,80.299987793,71.069527181,80.452557373,80.371097819,2.0,0.0
230,0.0,80.2799926758,71.903330485,80.2034464518,80.299987793,2.0,0.0
231,0.0,80.2400024414,72.1818440755,80.1342590332,80.2799926758,2.0,0.0
232,0.0,78.1611022949,70.1544047038,77.8784627279,78.2133239746,2.0,1.0
233,0.0,78.1110941569,70.0886708577,77.8568400065,78.1611022949,2.0,1.0
234,0.0,78.0377685547,70.0367757161,77.8231038411,78.1110941569,2.0,1.0
235,0.0,78.0333251953,69.901848348,77.7798563639,78.0377685547,2.0,1.0
236,0.0,78.0044250488,62.2435078939,76.9771687825,78.1199869791,2.0,2.0
237,0.0,77.8577596029,61.6830118815,76.639835612,78.0044250488,2.0,2.0
238,0.0,77.7244242351,61.4875345866,76.3146118164,77.8577596029,2.0,2.0
239,0.0,77.5977701823,61.4114217122,75.9374938965,77.7244242351,2.0,2.0
240,0.0,74.435542806,59.2317484538,72.302947998,74.5,3.0,3.0
241,0.0,74.3466552735,58.5293986003,72.2026123047,74.435542806,3.0,3.0
242,0.0,74.2933227539,58.4878723144,72.3790588379,74.3466552735,3.0,3.0
243,0.0,74.2333374023,58.2595347087,72.2285593669,74.2933227539,3.0,3.0
244,0.0,75.5733174642,57.8495402018,73.0468078613,75.735550944,3.0,4.0
245,0.0,75.4511067708,57.4135925293,72.9464742025,75.5733174642,3.0,4.0
246,0.0,75.3399922689,57.2959615071,72.9499348958,75.4511067708,3.0,4.0
247,0.0,75.2377583822,56.925777181,72.6212402344,75.3399922689,3.0,4.0
248,0.0,75.6844401042,51.7273783366,71.8514404297,75.8288696289,3.0,0.0
249,0.0,75.5444396973,51.6097473144,71.6334533691,75.6844401042,3.0,0.0
250,0.0,75.3833099365,51.3917785644,71.4985351562,75.5444396973,3.0,0.0
251,0.0,75.2377705892,50.7776601155,71.1629394531,75.3833099365,3.0,0.0
252,0.0,76.1311055501,57.5243103027,75.271472168,76.2466674804,3.0,1.0
253,0.0,76.0444254557,57.0226460775,75.029292806,76.1311055501,3.0,1.0
254,0.0,75.9555358887,56.6507019043,74.6832987467,76.0444254557,3.0,1.0
255,0.0,75.8644307455,56.4777119954,74.3961201985,75.9555358887,3.0,1.0
256,0.0,76.5333251953,66.616712443,76.0412923177,76.5955362955,3.0,2.0
257,0.0,76.4866556803,66.6046203613,75.7921732585,76.5333251953,3.0,2.0
258,0.0,76.3911071778,65.4749857585,75.6156982422,76.4866556803,3.0,2.0
259,0.0,76.3377604167,64.4128234863,75.3648844401,76.3911071778,3.0,2.0
260,0.0,78.7866577149,74.181636556,79.3627085368,78.8333129883,3.0,3.0
261,0.0,78.7377624512,73.8131591797,79.2260477702,78.7866577149,3.0,3.0
262,0.0,78.6733215332,73.8616190593,79.1395548503,78.7377624512,3.0,3.0
263,0.0,78.5844258626,73.0173909505,79.0167338053,78.6733215332,3.0,3.0
264,0.0,73.6688720703,52.8302052816,70.8446329753,73.8022115072,3.0,4.0
265,0.0,73.5399902344,52.082027181,70.41387736,73.6688720703,3.0,4.0
266,0.0,73.4444396973,51.3104715983,70.3100850423,73.5399902344,3.0,4.0
267,0.0,73.3266540528,50.7776855469,70.1890034993,73.4444396973,3.0,4.0
268,0.0,76.9133199056,62.0739888509,76.3699666341,76.9888712565,3.0,0.0
269,0.0,76.7666524252,61.7003112793,76.2004353841,76.9133199056,3.0,0.0
270,0.0,76.6466491699,61.8871480306,76.0274495443,76.7666524252,3.0,0.0
271,0.0,76.5333251953,61.9701883952,75.8683024089,76.6466491699,3.0,0.0
272,0.0,74.9034842773,54.589879653,72.205977496,75.0627315746,3.0,1.0
273,0.0,74.76315147,54.2283358705,71.9553999749,74.9034842773,3.0,1.0
274,0.0,74.6263090435,54.0001250236,71.7661405865,74.76315147,3.0,1.0
275,0.0,74.489466617,53.7176257718,71.5735714561,74.6263090435,3.0,1.0
276,0.0,73.3933758256,65.836274954,73.1951023079,73.3911567553,3.0,2.0
277,0.0,73.395594896,65.7761054406,73.1778291781,73.3933758256,3.0,2.0
278,0.0,73.3978139663,65.7159359272,73.1605560483,73.395594896,3.0,2.0
279,0.0,73.4000330366,65.6557664137,73.1432829185,73.3978139663,3.0,2.0
280,0.0,74.9510925293,63.5634318034,74.0449829102,74.9666442871,3.0,3.0
281,0.0,74.9077697754,63.6533976237,73.9757873535,74.9510925293,3.0,3.0
282,0.0,74.7888834636,63.767578125,74.1418446859,74.9077697754,3.0,3.0
283,0.0,74.5444295247,63.6810628255,74.4151529948,74.7888834636,3.0,3.0
284,0.0,74.299987793,63.7346944173,72.6108561198,74.3088745117,3.0,4.0
285,0.0,74.2688842774,64.165443929,72.7250406901,74.299987793,3.0,4.0
286,0.0,74.2666625977,65.5510945638,72.6869730631,74.2688842774,3.0,4.0
287,0.0,74.2666625977,65.0269348144,72.6523763021,74.2666625977,3.0,4.0
288,0.0,79.4022176107,66.1929077148,79.4993611653,79.542211914,3.0,0.0
289,0.0,79.3377766927,65.9299540202,79.4336283366,79.4022176107,3.0,0.0
290,0.0,79.2199910482,65.6220316569,79.3298421224,79.3377766927,3.0,0.0
291,0.0,79.1222045898,64.6619364421,79.1014973958,79.2199910482,3.0,0.0
292,0.0,79.0888671875,69.5610351562,78.7053466797,79.1799825033,3.0,1.0
293,0.0,79.0311035156,69.7521891276,78.4977498372,79.0888671875,3.0,1.0
294,0.0,78.9266601563,70.183803304,78.3247517903,79.0311035156,3.0,1.0
295,0.0,78.8633310954,70.2893269857,77.9995544434,78.9266601563,3.0,1.0
296,0.0,77.1055399577,62.3957377116,76.2488708496,77.2155537923,3.0,2.0
297,0.0,77.0244222005,62.3853719075,75.9772867839,77.1055399577,3.0,2.0
298,0.0,76.8266560873,62.0463053385,75.7610351562,77.0244222005,3.0,2.0
299,0.0,76.59553833,60.2471923828,75.3994832357,76.8266560873,3.0,2.0
300,0.0,76.0444335937,60.9374287923,75.5534301758,76.1466512044,3.0,3.0
301,0.0,75.9644307454,61.2522766113,75.3648824056,76.0444335937,3.0,3.0
302,0.0,75.7799886068,60.9409057617,75.2057413737,75.9644307454,3.0,3.0
303,0.0,75.5444254557,60.6433369954,74.9912434896,75.7799886068,3.0,3.0
304,0.0,77.071101888,55.3203999837,73.6055541992,77.2555358887,3.0,4.0
305,0.0,76.899995931,55.8169047038,73.3910502116,77.071101888,3.0,4.0
306,0.0,76.7422119141,55.6127543131,73.2578531901,76.899995931,3.0,4.0
307,0.0,76.6111022949,55.3861368815,73.0122070312,76.7422119141,3.0,4.0
308,0.0,80.1377746582,72.1039978027,79.9837585449,80.2400024414,3.0,0.0
309,0.0,80.1111022949,72.3271728516,79.9456929525,80.1377746582,3.0,0.0
310,0.0,80.0666503906,72.2856526693,79.9283935547,80.1111022949,3.0,0.0
311,0.0,80.035546875,73.1004272461,79.7173360189,80.0666503906,3.0,0.0
312,0.0,78.0022074381,69.7046325684,77.7106465657,78.0333251953,3.0,1.0
313,0.0,77.9666442871,68.6355305989,77.6033813476,78.0022074381,3.0,1.0
314,0.0,77.8655415853,68.530871582,77.4684580485,77.9666442871,3.0,1.0
315,0.0,77.6644348144,68.2445719401,77.2574076335,77.8655415853,3.0,1.0
316,0.0,77.4866556803,61.2315185547,75.645111084,77.5977701823,3.0,2.0
317,0.0,77.3688720703,60.9201375325,75.3994852702,77.4866556803,3.0,2.0
318,0.0,77.2110961914,60.3907714844,75.2195780436,77.3688720703,3.0,2.0
319,0.0,76.9710998535,59.8597025553,74.8632222493,77.2110961914,3.0,2.0
320,0.0,74.188885498,58.3564056396,72.0815185547,74.2333374023,4.0,3.0
321,0.0,74.0910970052,58.7265970866,71.9829223633,74.188885498,4.0,3.0
322,0.0,74.042211914,59.3562927246,71.9483276367,74.0910970052,4.0,3.0
323,0.0,74.0266581217,59.2767171224,71.9206441243,74.042211914,4.0,3.0
324,0.0,75.1110961914,56.6506998698,72.3963602702,75.2377583822,4.0,4.0
325,0.0,74.9911031087,56.0867675781,72.2821899414,75.1110961914,4.0,4.0
326,0.0,74.8911071778,55.6698608398,72.1749287923,74.9911031087,4.0,4.0
327,0.0,74.7955444336,55.5868204753,72.0884399414,74.8911071778,4.0,4.0
328,0.0,75.142207845,50.2586832682,70.9432373047,75.2377705892,4.0,0.0
329,0.0,75.0044270833,49.9057942708,70.8307922363,75.142207845,4.0,0.0
330,0.0,74.871089681,49.7621968587,71.1490987142,75.0044270833,4.0,0.0
331,0.0,74.7466634115,49.5269307454,70.9345906575,74.871089681,4.0,0.0
332,0.0,75.7377766927,55.5504903157,74.2075764974,75.8644307455,4.0,1.0
333,0.0,75.5577677409,55.0574625651,73.9481079102,75.7377766927,4.0,1.0
334,0.0,75.435538737,54.7149332682,73.5674967448,75.5577677409,4.0,1.0
